2006,愛因斯坦,水,機械族,5,"[""科研敍論""]",FALSE,,"[{""name"":""水波攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
2007,時空相對論 ‧ 愛因斯坦,水,機械族,6,"[""科研敍論""]",FALSE,,"[{""name"":""流水定律"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     3 回合內，首批掉落的 8 粒符石必定為水強化符石；技能持續時若所有機械族成員的行動值達至 100%，自身攻擊力 3 倍     "",""tag"":[[""天降強制掉落"",3],[""增傷"",3],[""界王拳"",3]]}]","[{""description"":""     ◆ 若當前回合總傷害大於敵方總生命力 2.5 倍等值，下回合全隊攻擊力提升 2 倍          ◆ 回合結束時，引爆水符石四周的水以外符石          ◆ 進入關卡後，機械族成員的主動技能 CD 減少 3。水符石兼具 50% 心符石效果     "",""activate"":""以「時空相對論 ‧ 愛因斯坦」作隊長及戰友"",""skill_tag"":[""增攻"",""引爆"",""水兼具其他"",""符石兼具心"",""進場減CD""],""activate_tag"":[""指定雙隊長""],""relative"":[2007]}]",99,12,0,v17.00,,
2008,牛頓,火,人類,5,"[""科研敍論""]",FALSE,,"[{""name"":""火焰攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍火屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
2009,自然律變奏 ‧ 牛頓,火,人類,6,"[""科研敍論""]",FALSE,,"[{""name"":""焰火引力"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內，首批掉落的 15 粒符石必定為火強化符石；所有掉落的火符石必定相連     "",""tag"":[""天降強制掉落""]}]",[],99,12,0,v17.00,,
2010,達爾文,木,機械族,5,"[""科研敍論""]",FALSE,,"[{""name"":""大地攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍木屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
2011,生物多樣性 ‧ 達爾文,木,機械族,6,"[""科研敍論""]",FALSE,,"[{""name"":""元素探研"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     引爆所有符石以掉落強化符石，每引爆 1 種屬性符石，1 回合內自身攻擊力額外提升 1 倍，最多可提升至 6 倍；消除 5 種屬性符石時，自身主動技能 CD 減少 3     "",""tag"":[""引爆"",""整版引爆"",""增傷"",""界王拳"",""減CD""]}]","[{""description"":""     ◆ 每首批消除 1 粒火、木或暗符石，額外提升機械族成員的行動值 1%     "",""activate"":""以「生物多樣性 ‧ 達爾文」或「超新星序曲 ‧ 伽利略」作隊長及戰友"",""skill_tag"":[""行動值提升""],""activate_tag"":[""指定隊長戰友""],""relative"":[2011,2015]}]",99,12,0,v17.00,,
2012,愛迪生,光,人類,5,"[""科研敍論""]",FALSE,,"[{""name"":""閃光攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍光屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
2013,無界限發明 ‧ 愛迪生,光,人類,6,"[""科研敍論""]",FALSE,,"[{""name"":""雷電流竄"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     隨機 2 直行的符石轉化為該直行成員的種族強化符石；若隊伍中有 2 個或以上種族，所有符石轉化為該直行成員的種族強化符石     "",""tag"":[""符石強化"",""人族符石製造"",""獸族符石製造"",""妖族符石製造"",""龍族符石製造"",""神族符石製造"",""魔族符石製造"",""機械族符石製造""]}]",[],99,12,0,v17.00,,
2014,伽利略,暗,機械族,5,"[""科研敍論""]",FALSE,,"[{""name"":""暗影攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍暗屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
2015,超新星序曲 ‧ 伽利略,暗,機械族,6,"[""科研敍論""]",FALSE,,"[{""name"":""機械解密"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     解除機械族成員被封鎖的技能 (此技能無視封鎖技能)。3 回合內，機械族成員的攻擊力及回復力 1.8 倍；發動技能時若所有機械族成員的行動值達至 100%，延長移動符石時間至 15 秒     "",""tag"":[""解鎖"",[""增傷"",3],[""增回"",3],[""延長轉珠時間"",3]]}]","[{""description"":""     ◆ 每首批消除 1 粒火、木或暗符石，額外提升機械族成員的行動值 1%     "",""activate"":""以「生物多樣性 ‧ 達爾文」或「超新星序曲 ‧ 伽利略」作隊長及戰友"",""skill_tag"":[""行動值提升""],""activate_tag"":[""指定隊長戰友""],""relative"":[2011,2015]}]",99,12,0,v17.00,,
2016,瑪麗居禮,水,人類,5,"[""科研敍論""]",FALSE,,"[{""name"":""水波攻擊"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     對敵方全體造成 3 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v17.00,,
